,xpaths,text,all_nodes_ordering,highlighted_xpaths,highlighted_segmented_text,highlighted_labels,segment_number_from_idx,highlighted_coordinates,num_entries_1,exploded_highlight_node_order,top,left,width,height,is_outside,tagged_sequence
17,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[4]/b/small[4],OF,18,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[4]/b/small[4],OF,t,0.0,"[0.0017627479172000866, 0.21666666666666667, 0.5666666666666667, 0.004904181356232644]",39.0,10.0,0.0017627479172000866,0.21666666666666667,0.5666666666666667,0.004904181356232644,0,i_t
18,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[4]/b,M,19,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[4]/b,M,t,0.0,"[0.0017627479172000866, 0.21666666666666667, 0.5666666666666667, 0.004904181356232644]",39.0,11.0,0.0017627479172000866,0.21666666666666667,0.5666666666666667,0.004904181356232644,0,i_t
19,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[4]/b/small[5],ERGER,20,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[4]/b/small[5],ERGER,t,0.0,"[0.0017627479172000866, 0.21666666666666667, 0.5666666666666667, 0.004904181356232644]",39.0,12.0,0.0017627479172000866,0.21666666666666667,0.5666666666666667,0.004904181356232644,0,i_t
20,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[5]/b/small[1],BY,21,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[5]/b/small[1],BY,t,0.0,"[0.0017627479172000866, 0.21666666666666667, 0.5666666666666667, 0.004904181356232644]",39.0,13.0,0.0017627479172000866,0.21666666666666667,0.5666666666666667,0.004904181356232644,0,i_t
21,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[5]/b/small[2],AND,22,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[5]/b/small[2],AND,t,0.0,"[0.0017627479172000866, 0.21666666666666667, 0.5666666666666667, 0.004904181356232644]",39.0,14.0,0.0017627479172000866,0.21666666666666667,0.5666666666666667,0.004904181356232644,0,i_t
22,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[5]/b/small[3],AMONG,23,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[5]/b/small[3],AMONG,t,0.0,"[0.0017627479172000866, 0.21666666666666667, 0.5666666666666667, 0.004904181356232644]",39.0,15.0,0.0017627479172000866,0.21666666666666667,0.5666666666666667,0.004904181356232644,0,i_t
23,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[6]/b,C,24,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[6]/b,C,t,0.0,"[0.0017627479172000866, 0.21666666666666667, 0.5666666666666667, 0.004904181356232644]",39.0,16.0,0.0017627479172000866,0.21666666666666667,0.5666666666666667,0.004904181356232644,0,i_t
24,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[6]/b/small[1],ISCO,25,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[6]/b/small[1],ISCO,t,0.0,"[0.0017627479172000866, 0.21666666666666667, 0.5666666666666667, 0.004904181356232644]",39.0,17.0,0.0017627479172000866,0.21666666666666667,0.5666666666666667,0.004904181356232644,0,i_t
25,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[6]/b,S,26,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[6]/b,S,t,0.0,"[0.0017627479172000866, 0.21666666666666667, 0.5666666666666667, 0.004904181356232644]",39.0,18.0,0.0017627479172000866,0.21666666666666667,0.5666666666666667,0.004904181356232644,0,i_t
26,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[6]/b/small[2],YSTEMS,27,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[6]/b/small[2],YSTEMS,t,0.0,"[0.0017627479172000866, 0.21666666666666667, 0.5666666666666667, 0.004904181356232644]",39.0,19.0,0.0017627479172000866,0.21666666666666667,0.5666666666666667,0.004904181356232644,0,i_t
27,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[6]/b,", I",28,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[6]/b,", I",t,0.0,"[0.0017627479172000866, 0.21666666666666667, 0.5666666666666667, 0.004904181356232644]",39.0,20.0,0.0017627479172000866,0.21666666666666667,0.5666666666666667,0.004904181356232644,0,i_t
28,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[6]/b/small[3],NC,29,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[6]/b/small[3],NC,t,0.0,"[0.0017627479172000866, 0.21666666666666667, 0.5666666666666667, 0.004904181356232644]",39.0,21.0,0.0017627479172000866,0.21666666666666667,0.5666666666666667,0.004904181356232644,0,i_t
29,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[6]/b,".,",30,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[6]/b,".,",t,0.0,"[0.0017627479172000866, 0.21666666666666667, 0.5666666666666667, 0.004904181356232644]",39.0,22.0,0.0017627479172000866,0.21666666666666667,0.5666666666666667,0.004904181356232644,0,i_t
30,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[7]/b,A,31,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[7]/b,A,t,0.0,"[0.0017627479172000866, 0.21666666666666667, 0.5666666666666667, 0.004904181356232644]",39.0,23.0,0.0017627479172000866,0.21666666666666667,0.5666666666666667,0.004904181356232644,0,i_t
31,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[7]/b/small[1],MARONE,32,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[7]/b/small[1],MARONE,t,0.0,"[0.0017627479172000866, 0.21666666666666667, 0.5666666666666667, 0.004904181356232644]",39.0,24.0,0.0017627479172000866,0.21666666666666667,0.5666666666666667,0.004904181356232644,0,i_t
32,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[7]/b,A,33,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[7]/b,A,t,0.0,"[0.0017627479172000866, 0.21666666666666667, 0.5666666666666667, 0.004904181356232644]",39.0,25.0,0.0017627479172000866,0.21666666666666667,0.5666666666666667,0.004904181356232644,0,i_t
33,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[7]/b/small[2],CQUISITION,34,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[7]/b/small[2],CQUISITION,t,0.0,"[0.0017627479172000866, 0.21666666666666667, 0.5666666666666667, 0.004904181356232644]",39.0,26.0,0.0017627479172000866,0.21666666666666667,0.5666666666666667,0.004904181356232644,0,i_t
34,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[7]/b,C,35,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[7]/b,C,t,0.0,"[0.0017627479172000866, 0.21666666666666667, 0.5666666666666667, 0.004904181356232644]",39.0,27.0,0.0017627479172000866,0.21666666666666667,0.5666666666666667,0.004904181356232644,0,i_t
35,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[7]/b/small[3],ORP,36,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[7]/b/small[3],ORP,t,0.0,"[0.0017627479172000866, 0.21666666666666667, 0.5666666666666667, 0.004904181356232644]",39.0,28.0,0.0017627479172000866,0.21666666666666667,0.5666666666666667,0.004904181356232644,0,i_t
36,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[7]/b,.,37,,,,,,,,,,,,1,o
37,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[8]/b/small,AND,38,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[8]/b/small,AND,t,0.0,"[0.0017627479172000866, 0.21666666666666667, 0.5666666666666667, 0.004904181356232644]",39.0,29.0,0.0017627479172000866,0.21666666666666667,0.5666666666666667,0.004904181356232644,0,i_t
38,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[9]/b,A,39,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[9]/b,A,t,0.0,"[0.0017627479172000866, 0.21666666666666667, 0.5666666666666667, 0.004904181356232644]",39.0,30.0,0.0017627479172000866,0.21666666666666667,0.5666666666666667,0.004904181356232644,0,i_t
39,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[9]/b/small[1],CACIA,40,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[9]/b/small[1],CACIA,t,0.0,"[0.0017627479172000866, 0.21666666666666667, 0.5666666666666667, 0.004904181356232644]",39.0,31.0,0.0017627479172000866,0.21666666666666667,0.5666666666666667,0.004904181356232644,0,i_t
40,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[9]/b,C,41,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[9]/b,C,t,0.0,"[0.0017627479172000866, 0.21666666666666667, 0.5666666666666667, 0.004904181356232644]",39.0,32.0,0.0017627479172000866,0.21666666666666667,0.5666666666666667,0.004904181356232644,0,i_t
41,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[9]/b/small[2],OMMUNICATIONS,42,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[9]/b/small[2],OMMUNICATIONS,t,0.0,"[0.0017627479172000866, 0.21666666666666667, 0.5666666666666667, 0.004904181356232644]",39.0,33.0,0.0017627479172000866,0.21666666666666667,0.5666666666666667,0.004904181356232644,0,i_t
42,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[9]/b,", I",43,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[9]/b,", I",t,0.0,"[0.0017627479172000866, 0.21666666666666667, 0.5666666666666667, 0.004904181356232644]",39.0,34.0,0.0017627479172000866,0.21666666666666667,0.5666666666666667,0.004904181356232644,0,i_t
43,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[9]/b/small[3],NC,44,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[9]/b/small[3],NC,t,0.0,"[0.0017627479172000866, 0.21666666666666667, 0.5666666666666667, 0.004904181356232644]",39.0,35.0,0.0017627479172000866,0.21666666666666667,0.5666666666666667,0.004904181356232644,0,i_t
44,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[9]/b,.,45,,,,,,,,,,,,1,o
45,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[10]/b,J,46,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[10]/b,J,t,0.0,"[0.0017627479172000866, 0.21666666666666667, 0.5666666666666667, 0.004904181356232644]",39.0,36.0,0.0017627479172000866,0.21666666666666667,0.5666666666666667,0.004904181356232644,0,i_t
46,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[10]/b/small,ANUARY,47,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[10]/b/small,ANUARY,t,0.0,"[0.0017627479172000866, 0.21666666666666667, 0.5666666666666667, 0.004904181356232644]",39.0,37.0,0.0017627479172000866,0.21666666666666667,0.5666666666666667,0.004904181356232644,0,i_t
47,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[10]/b,"14, 2021",48,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[10]/b,"14, 2021",t,0.0,"[0.0017627479172000866, 0.21666666666666667, 0.5666666666666667, 0.004904181356232644]",39.0,38.0,0.0017627479172000866,0.21666666666666667,0.5666666666666667,0.004904181356232644,0,e_t
48,/html/body/document/type/sequence/filename/description/text/center[2]/div/p[1]/u,TABLE OF CONTENTS,49,/html/body/document/type/sequence/filename/description/text/center[2]/div/p[1]/u,TABLE OF CONTENTS,st,1.0,"[0.007208555728438343, 0.4530541666666667, 0.09388541666666667, 0.00029543261182124356]",1.0,39.0,0.007208555728438343,0.4530541666666667,0.09388541666666667,0.00029543261182124356,0,s_st
49,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[2]/td[5]/b,Page,50,,,,,,,,,,,,1,o
50,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[3]/td[1]/p/b,Article I THE MERGER,51,,,,,,,,,,,,1,o
51,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[3]/td[4]/b,1,52,,,,,,,,,,,,1,o
52,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[5]/td[1]/p,1.1.,53,,,,,,,,,,,,1,o
53,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[5]/td[3],Certain Definitions,54,,,,,,,,,,,,1,o
54,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[5]/td[6],1,55,,,,,,,,,,,,1,o
55,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[7]/td[1]/p,1.2.,56,,,,,,,,,,,,1,o
56,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[7]/td[3],The Merger,57,,,,,,,,,,,,1,o
57,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[7]/td[6],10,58,,,,,,,,,,,,1,o
58,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[9]/td[1]/p,1.3.,59,,,,,,,,,,,,1,o
59,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[9]/td[3],Closing,60,,,,,,,,,,,,1,o
60,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[9]/td[6],10,61,,,,,,,,,,,,1,o
61,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[11]/td[1]/p,1.4.,62,,,,,,,,,,,,1,o
62,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[11]/td[3],Effective Time,63,,,,,,,,,,,,1,o
63,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[11]/td[6],10,64,,,,,,,,,,,,1,o
64,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[13]/td[1]/p,1.5.,65,,,,,,,,,,,,1,o
65,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[13]/td[3],Effect of the Merger,66,,,,,,,,,,,,1,o
66,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[13]/td[6],10,67,,,,,,,,,,,,1,o
67,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[15]/td[1]/p,1.6.,68,,,,,,,,,,,,1,o
68,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[15]/td[3],Certificate of Incorporation; Bylaws,69,,,,,,,,,,,,1,o
69,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[15]/td[6],10,70,,,,,,,,,,,,1,o
70,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[17]/td[1]/p,1.7.,71,,,,,,,,,,,,1,o
71,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[17]/td[3],Directors and Officers of the Surviving Corporation,72,,,,,,,,,,,,1,o
72,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[17]/td[6],11,73,,,,,,,,,,,,1,o
73,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[19]/td[1]/p,1.8.,74,,,,,,,,,,,,1,o
74,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[19]/td[3],"Effect on Company Capital Stock, Company Options, Company RSUs and Company PSUs",75,,,,,,,,,,,,1,o
75,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[19]/td[6],11,76,,,,,,,,,,,,1,o
76,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[21]/td[1]/p,1.9.,77,,,,,,,,,,,,1,o
77,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[21]/td[3],Surrender of Certificates,78,,,,,,,,,,,,1,o
78,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[21]/td[6],14,79,,,,,,,,,,,,1,o
79,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[23]/td[1]/p,1.10.,80,,,,,,,,,,,,1,o
80,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[23]/td[3],No Further Ownership Rights in Company Capital Stock,81,,,,,,,,,,,,1,o
81,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[23]/td[6],15,82,,,,,,,,,,,,1,o
82,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[25]/td[1]/p,1.11.,83,,,,,,,,,,,,1,o
83,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[25]/td[3],"Lost, Stolen or Destroyed Certificates",84,,,,,,,,,,,,1,o
84,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[25]/td[6],15,85,,,,,,,,,,,,1,o
85,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[27]/td[1]/p,1.12.,86,,,,,,,,,,,,1,o
86,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[27]/td[3],Withholding Rights,87,,,,,,,,,,,,1,o
87,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[27]/td[6],15,88,,,,,,,,,,,,1,o
88,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[29]/td[1]/p,1.13.,89,,,,,,,,,,,,1,o
89,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[29]/td[3],Tax Consequences,90,,,,,,,,,,,,1,o
90,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[29]/td[6],16,91,,,,,,,,,,,,1,o
91,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[31]/td[1]/p,1.14.,92,,,,,,,,,,,,1,o
92,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[31]/td[3],Exchange Rate,93,,,,,,,,,,,,1,o
93,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[31]/td[6],16,94,,,,,,,,,,,,1,o
94,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[33]/td[1]/p/b,Article II REPRESENTATIONS AND WARRANTIES OF THE COMPANY,95,,,,,,,,,,,,1,o
95,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[33]/td[4]/b,16,96,,,,,,,,,,,,1,o
96,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[35]/td[1]/p,2.1.,97,,,,,,,,,,,,1,o
97,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[35]/td[3],"Organization, Standing and Power; Subsidiaries",98,,,,,,,,,,,,1,o
98,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[35]/td[6],16,99,,,,,,,,,,,,1,o
99,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[37]/td[1]/p,2.2.,100,,,,,,,,,,,,1,o
100,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[37]/td[3],Capital Structure,101,,,,,,,,,,,,1,o
101,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[37]/td[6],17,102,,,,,,,,,,,,1,o
102,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[39]/td[1]/p,2.3.,103,,,,,,,,,,,,1,o
103,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[39]/td[3],Authority;,104,,,,,,,,,,,,1,o
104,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[39]/td[3]/font,Non-contravention,105,,,,,,,,,,,,1,o
105,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[39]/td[6],19,106,,,,,,,,,,,,1,o
106,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[41]/td[1]/p,2.4.,107,,,,,,,,,,,,1,o
107,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[41]/td[3],SEC Filings; Financial Statements; Internal Controls,108,,,,,,,,,,,,1,o
108,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[41]/td[6],21,109,,,,,,,,,,,,1,o
109,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[43]/td[1]/p,2.5.,110,,,,,,,,,,,,1,o
110,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[43]/td[3],Absence of Certain Changes,111,,,,,,,,,,,,1,o
111,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[43]/td[6],23,112,,,,,,,,,,,,1,o
112,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[45]/td[1]/p,2.6.,113,,,,,,,,,,,,1,o
113,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[45]/td[3],Litigation,114,,,,,,,,,,,,1,o
114,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[45]/td[6],23,115,,,,,,,,,,,,1,o
115,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[47]/td[1]/p,2.7.,116,,,,,,,,,,,,1,o
116,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[47]/td[3],Compliance with Laws; Governmental Permits,117,,,,,,,,,,,,1,o
117,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[47]/td[6],23,118,,,,,,,,,,,,1,o
118,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[49]/td[1]/p,2.8.,119,,,,,,,,,,,,1,o
119,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[49]/td[3],Title to Assets; Real Property,120,,,,,,,,,,,,1,o
120,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[49]/td[6],25,121,,,,,,,,,,,,1,o
121,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[51]/td[1]/p,2.9.,122,,,,,,,,,,,,1,o
122,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[51]/td[3],Intellectual Property,123,,,,,,,,,,,,1,o
123,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[51]/td[6],25,124,,,,,,,,,,,,1,o
124,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[53]/td[1]/p,2.10.,125,,,,,,,,,,,,1,o
125,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[53]/td[3],Environmental Matters,126,,,,,,,,,,,,1,o
126,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[53]/td[6],31,127,,,,,,,,,,,,1,o
127,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[55]/td[1]/p,2.11.,128,,,,,,,,,,,,1,o
128,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[55]/td[3],Taxes,129,,,,,,,,,,,,1,o
129,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[55]/td[6],32,130,,,,,,,,,,,,1,o
130,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[57]/td[1]/p,2.12.,131,,,,,,,,,,,,1,o
131,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[57]/td[3],Employee Benefit Plans and Employee Matters,132,,,,,,,,,,,,1,o
132,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[57]/td[6],35,133,,,,,,,,,,,,1,o
133,/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[59]/td[1]/p,2.13.,134,,,,,,,,,,,,1,o
